Event Name,Event Type,Duration (hours),Participants,Venue Type,Location,Number of Devices,Avg Power per Device (kW),Energy Usage Hours,Transport Mode,Transport Distance (km),Attendees Using Transport,Meal Type,Number of Meals,Printed Material (kg),Decoration Material (kg),Total Emissions (kg CO2)
Trade Show,Product Launch,27,456,Coworking Space,Paris,5,0.45,27,Walking,152.15,161,Vegan,456,18.47,39.95,603.22
Trade Show,Workshop,29,427,Convention Center,New York,47,1.14,29,Train,124.0,227,Vegan,427,9.47,11.2,2371.17
Atelier,Fundraiser,19,1677,Outdoor,Paris,22,1.28,19,Walking,368.52,421,Mixed,1677,2.69,43.55,4552.5
Conférence,Workshop,44,680,Coworking Space,Berlin,47,0.79,44,Bus,51.62,496,Mixed,680,5.58,19.61,4103.45
Formation,Board Meeting,41,174,Convention Center,Berlin,12,1.08,41,Walking,467.59,18,Vegetarian,174,8.91,45.54,635.58
Corporate Training,Product Launch,28,1758,Office,London,32,1.3,28,Bicycle,450.2,47,Mixed,1758,5.49,42.42,5073.22
Trade Show,Conference,42,1605,Office,Tokyo,10,1.45,42,Car,243.44,336,Vegan,1605,13.06,3.56,19119.87
Board Meeting,Fundraiser,39,469,Outdoor,Berlin,24,0.72,39,Bicycle,287.79,437,Vegan,469,17.14,22.6,885.44
Seminar,Workshop,31,1939,Convention Center,Sydney,20,1.48,31,Walking,75.04,343,Vegetarian,1939,19.45,22.13,3450.46
Réunion du Conseil,Board Meeting,14,1631,Hotel,Sydney,29,1.13,14,Walking,287.89,46,Mixed,1631,8.73,10.17,4344.69
Trade Show,Corporate Training,41,814,Convention Center,Tokyo,8,1.06,41,Car,364.69,38,Non-Vegetarian,814,18.66,24.31,6019.01
Séminaire,Fundraiser,44,804,Outdoor,London,37,1.11,44,Plane,275.41,201,Vegan,804,11.95,35.67,15642.13
Corporate Training,Trade Show,48,1457,Coworking Space,London,32,0.18,48,Car,326.98,496,Non-Vegetarian,1457,8.97,41.4,39396.72
Product Launch,Corporate Training,9,1888,Hotel,London,14,0.78,9,Train,421.59,238,Vegetarian,1888,15.17,45.67,7016.36
Réunion du Conseil,Trade Show,32,1736,Office,Tokyo,41,0.44,32,Walking,149.53,393,Vegan,1736,4.68,14.6,2063.2
Conférence,Workshop,38,969,Outdoor,Dubai,49,0.47,38,Bicycle,68.77,273,Vegetarian,969,9.69,7.39,1925.23
Fundraiser,Networking Event,47,1073,Outdoor,Paris,7,1.8,47,Bicycle,276.11,477,Vegan,1073,3.43,36.44,1448.84
Formation,Corporate Training,17,810,Office,Dubai,48,0.35,17,Car,84.97,268,Vegan,810,15.15,43.44,5852.09
Lancement de Produit,Seminar,1,1448,Office,Paris,37,1.52,1,Bus,458.79,416,Vegetarian,1448,11.65,12.59,13700.0
Fundraiser,Conference,45,1173,Outdoor,Sydney,42,0.51,45,Walking,212.13,297,Vegetarian,1173,1.21,6.81,2257.49
Team Building,Team Building,25,1420,Outdoor,Tokyo,5,1.38,25,Walking,132.58,478,Mixed,1420,5.69,31.52,3710.67
Conference,Trade Show,40,523,Outdoor,Dubai,18,1.26,40,Walking,419.4,355,Mixed,523,11.72,34.2,1852.94
Lancement de Produit,Product Launch,40,1819,Hotel,London,42,1.5,40,Bicycle,249.76,131,Vegetarian,1819,16.29,15.11,4051.3
Networking,Workshop,29,574,Coworking Space,London,28,0.59,29,Car,97.53,221,Mixed,574,11.97,7.25,6239.35
Workshop,Board Meeting,31,1050,Convention Center,Paris,11,1.93,31,Bicycle,174.17,251,Vegetarian,1050,12.7,12.78,1955.03
Formation,Corporate Training,32,1703,Outdoor,New York,50,0.26,32,Bicycle,332.39,307,Vegan,1703,14.59,13.62,1967.42
Formation,Board Meeting,48,1620,Outdoor,Berlin,18,1.13,48,Train,364.66,422,Non-Vegetarian,1620,2.23,6.43,12330.94
Conference,Conference,17,1082,Hotel,Paris,47,0.38,17,Train,145.24,278,Vegan,1082,15.01,8.46,2895.82
Product Launch,Networking Event,42,1012,Hotel,London,5,0.54,42,Bicycle,387.5,220,Mixed,1012,11.5,15.59,2640.88
Trade Show,Networking Event,16,1465,Outdoor,London,42,1.66,16,Car,446.03,156,Vegetarian,1465,13.78,21.4,17437.56
Corporate Training,Networking Event,48,49,Hotel,Tokyo,36,1.11,48,Car,115.69,423,Vegan,49,15.49,10.05,11335.86
Événement de Bienfaisance,Trade Show,45,1028,Outdoor,Berlin,12,1.69,45,Bus,230.47,152,Non-Vegetarian,1028,12.37,40.15,6261.23
Seminar,Trade Show,21,145,Coworking Space,Berlin,25,0.48,21,Bus,319.51,400,Vegan,145,4.65,37.12,8022.78
Product Launch,Board Meeting,47,627,Outdoor,Berlin,23,0.7,47,Train,296.92,218,Vegan,627,14.75,9.27,3642.53
Board Meeting,Board Meeting,18,1662,Hotel,New York,41,0.98,18,Bus,491.01,182,Vegetarian,1662,13.98,48.28,8340.97
Conference,Networking Event,47,1875,Outdoor,Berlin,40,1.2,47,Train,211.22,281,Vegetarian,1875,11.69,19.09,6376.17
Corporate Training,Workshop,15,1478,Convention Center,New York,49,1.43,15,Walking,206.46,473,Vegetarian,1478,15.46,40.59,2854.62
Conférence,Product Launch,46,1827,Outdoor,London,6,0.91,46,Car,142.47,254,Vegan,1827,10.67,21.82,9616.91
Événement de Bienfaisance,Seminar,43,112,Convention Center,Berlin,10,1.77,43,Plane,355.87,218,Mixed,112,13.06,25.64,20132.87
Atelier,Board Meeting,2,136,Hotel,London,19,0.38,2,Train,222.59,217,Non-Vegetarian,136,13.81,7.41,2457.74
Networking Event,Trade Show,48,1008,Hotel,Tokyo,45,1.69,48,Walking,493.51,406,Non-Vegetarian,1008,19.92,15.18,5423.4
Trade Show,Seminar,39,1748,Outdoor,Paris,41,0.96,39,Bicycle,79.87,382,Vegan,1748,12.43,11.12,2562.62
Corporate Training,Team Building,41,1625,Convention Center,Dubai,48,1.57,41,Car,491.52,346,Mixed,1625,8.24,9.37,41356.44
Team Building,Board Meeting,48,1775,Coworking Space,London,40,0.27,48,Train,222.25,169,Vegetarian,1775,17.35,10.95,4480.71
Trade Show,Product Launch,34,428,Office,Sydney,45,0.72,34,Walking,417.0,411,Non-Vegetarian,428,8.51,6.25,2078.32
Événement de Bienfaisance,Trade Show,10,14,Convention Center,New York,34,1.53,10,Walking,69.97,393,Vegetarian,14,13.07,2.22,311.68
Trade Show,Networking Event,12,457,Coworking Space,Dubai,10,1.24,12,Plane,448.74,401,Vegetarian,457,5.89,13.18,45784.22
Événement de Bienfaisance,Workshop,13,849,Hotel,Berlin,10,0.98,13,Walking,382.39,201,Non-Vegetarian,849,12.87,32.04,3125.02
Réunion du Conseil,Board Meeting,6,542,Hotel,Berlin,6,1.39,6,Train,153.95,165,Non-Vegetarian,542,17.02,43.52,3059.17
Networking,Product Launch,38,117,Coworking Space,London,19,0.22,38,Plane,398.99,454,Vegan,117,9.75,10.75,45522.78
Product Launch,Product Launch,10,776,Outdoor,Tokyo,43,0.98,10,Car,367.91,432,Vegan,776,15.0,11.32,34416.14
Événement de Bienfaisance,Workshop,30,883,Convention Center,London,12,0.91,30,Bus,270.67,126,Vegan,883,18.83,8.62,3147.97
Team Building,Trade Show,43,1626,Coworking Space,New York,16,1.22,43,Train,141.4,296,Mixed,1626,4.67,33.65,6235.5
Seminar,Fundraiser,48,1492,Convention Center,Tokyo,27,1.08,48,Bus,280.38,433,Vegan,1492,1.3,23.85,9526.41
Événement de Bienfaisance,Trade Show,3,938,Outdoor,Paris,36,1.73,3,Walking,367.9,466,Non-Vegetarian,938,1.74,38.56,3457.02
Corporate Training,Seminar,44,1378,Coworking Space,Berlin,11,1.9,44,Plane,185.72,198,Non-Vegetarian,1378,7.43,8.69,14508.18
Séminaire,Trade Show,4,1590,Outdoor,Tokyo,21,1.38,4,Plane,219.27,198,Vegetarian,1590,13.75,44.14,13412.6
Atelier,Workshop,3,188,Coworking Space,Dubai,5,0.63,3,Bicycle,270.58,40,Non-Vegetarian,188,8.95,11.08,702.79
Conférence,Networking Event,38,518,Office,Sydney,23,1.15,38,Walking,227.09,433,Non-Vegetarian,518,3.44,36.13,2394.69
Lancement de Produit,Seminar,40,1035,Convention Center,Sydney,50,1.36,40,Plane,200.41,36,Non-Vegetarian,1035,13.01,3.07,6818.35
Formation,Workshop,46,136,Office,Tokyo,33,1.53,46,Bicycle,9.49,392,Non-Vegetarian,136,10.97,14.56,1688.33
Atelier,Board Meeting,33,990,Hotel,Berlin,22,0.45,33,Plane,86.89,415,Mixed,990,18.6,2.48,11695.35
Événement de Bienfaisance,Fundraiser,9,1175,Hotel,Dubai,44,1.86,9,Walking,242.27,443,Vegetarian,1175,11.27,30.9,2215.12
Workshop,Team Building,1,435,Coworking Space,Paris,25,0.91,1,Bus,6.45,23,Mixed,435,16.59,2.83,1146.62
Board Meeting,Seminar,39,1290,Office,London,23,1.68,39,Car,303.25,444,Mixed,1290,16.57,48.69,32384.03
Atelier,Board Meeting,17,797,Coworking Space,Sydney,39,0.13,17,Train,491.97,315,Non-Vegetarian,797,5.86,36.76,9116.66
Corporate Training,Networking Event,37,1124,Convention Center,Sydney,26,1.87,37,Walking,168.58,342,Vegan,1124,19.3,21.53,2105.13
Board Meeting,Seminar,3,223,Convention Center,Sydney,9,0.73,3,Car,79.45,422,Mixed,223,6.88,22.61,7667.19
Conférence,Workshop,31,1843,Office,Paris,31,1.91,31,Bus,418.68,202,Vegetarian,1843,9.91,22.92,8822.32
Formation,Fundraiser,23,972,Hotel,New York,41,0.35,23,Train,469.77,152,Vegetarian,972,19.43,21.82,4561.73
Événement de Bienfaisance,Conference,8,225,Outdoor,London,44,1.33,8,Plane,130.89,374,Mixed,225,17.6,33.13,13136.25
Networking,Seminar,42,1793,Office,Berlin,20,0.83,42,Bicycle,471.69,400,Non-Vegetarian,1793,18.68,18.51,6698.48
Atelier,Fundraiser,45,1359,Coworking Space,Dubai,44,0.45,45,Plane,66.9,88,Vegetarian,1359,4.5,8.71,3982.22
Corporate Training,Seminar,11,576,Convention Center,Berlin,23,1.18,11,Train,241.66,193,Mixed,576,13.09,16.23,3513.53
Fundraiser,Fundraiser,25,582,Office,Tokyo,45,1.13,25,Bicycle,203.71,152,Non-Vegetarian,582,16.98,46.91,2800.41
Conference,Corporate Training,20,235,Office,London,36,0.29,20,Plane,285.93,253,Vegetarian,235,18.33,1.36,18581.35
Séminaire,Seminar,30,184,Hotel,Tokyo,33,1.76,30,Car,205.23,381,Non-Vegetarian,184,12.35,7.69,17975.73
Product Launch,Trade Show,23,1640,Convention Center,Sydney,6,0.13,23,Bus,269.36,65,Mixed,1640,5.87,3.6,5178.41
Trade Show,Seminar,10,755,Convention Center,Dubai,18,1.84,10,Bus,298.27,441,Non-Vegetarian,755,17.8,36.3,10808.52
Networking,Fundraiser,37,108,Hotel,Dubai,46,0.58,37,Bicycle,422.67,479,Mixed,108,10.75,7.86,800.8
Team Building,Networking Event,17,1719,Hotel,Berlin,43,1.85,17,Bus,282.43,116,Vegan,1719,16.49,16.68,4427.23
Workshop,Product Launch,40,197,Coworking Space,Tokyo,25,1.43,40,Bus,123.99,266,Mixed,197,0.98,46.76,3281.86
Networking,Board Meeting,13,1414,Hotel,New York,5,0.37,13,Walking,87.77,11,Vegetarian,1414,9.96,39.15,2231.24
Lancement de Produit,Board Meeting,3,909,Outdoor,Berlin,48,0.7,3,Bus,30.8,245,Vegan,909,6.27,29.14,1482.98
Networking,Trade Show,17,61,Outdoor,Sydney,29,1.64,17,Plane,341.1,144,Mixed,61,8.23,39.31,12931.44
Lancement de Produit,Board Meeting,22,46,Convention Center,Berlin,36,1.87,22,Train,462.24,63,Vegetarian,46,7.13,32.16,2052.94
Événement de Bienfaisance,Corporate Training,27,1949,Hotel,New York,48,1.23,27,Car,314.47,318,Non-Vegetarian,1949,19.64,6.61,28671.35
Conférence,Seminar,26,304,Office,Berlin,39,1.86,26,Bicycle,491.67,152,Vegan,304,2.1,29.26,1309.74
Board Meeting,Product Launch,41,1360,Office,Sydney,15,1.84,41,Walking,316.06,212,Non-Vegetarian,1360,15.27,3.48,5363.3
Seminar,Trade Show,22,1155,Coworking Space,New York,27,0.19,22,Train,397.35,202,Vegan,1155,4.55,31.86,4494.84
Trade Show,Fundraiser,33,1352,Hotel,London,8,0.54,33,Car,413.44,423,Vegan,1352,15.1,14.42,38208.2
Product Launch,Conference,27,1137,Hotel,Berlin,6,0.42,27,Bicycle,177.59,83,Mixed,1137,9.61,16.34,2928.42
Team Building,Trade Show,3,757,Outdoor,Tokyo,11,1.35,3,Bicycle,352.79,207,Vegetarian,757,16.32,17.24,1224.89
Atelier,Trade Show,33,1600,Hotel,Berlin,24,1.39,33,Bus,291.22,389,Vegan,1600,15.23,29.82,9037.61
Trade Show,Trade Show,21,323,Coworking Space,London,13,1.46,21,Train,115.07,418,Vegetarian,323,1.2,12.17,2634.5
Atelier,Board Meeting,45,793,Office,New York,21,1.79,45,Walking,313.9,112,Vegetarian,793,5.9,14.56,2076.2
Conference,Networking Event,30,1448,Office,London,23,0.57,30,Walking,241.3,467,Vegan,1448,15.0,41.89,1758.43
Networking,Fundraiser,40,538,Coworking Space,Berlin,24,0.9,40,Walking,467.93,452,Mixed,538,4.06,25.6,1836.32
Atelier,Board Meeting,2,1629,Convention Center,Dubai,43,0.34,2,Car,253.27,430,Vegetarian,1629,14.64,23.48,25404.64
Board Meeting,Networking Event,35,1423,Convention Center,Berlin,5,1.28,35,Plane,416.65,109,Vegan,1423,4.57,18.86,12935.57
Événement de Bienfaisance,Product Launch,24,1859,Office,Paris,17,1.29,24,Plane,366.69,281,Vegan,1859,15.7,4.44,27922.41
Conference,Team Building,8,415,Hotel,Sydney,27,1.89,8,Car,213.05,222,Vegan,415,1.23,7.24,10568.45
Atelier,Team Building,1,859,Coworking Space,London,9,0.82,1,Walking,87.53,48,Vegan,859,12.14,42.97,972.91
Séminaire,Workshop,9,604,Convention Center,Berlin,36,1.01,9,Walking,117.94,285,Vegan,604,8.69,7.28,799.56
Séminaire,Workshop,38,1709,Outdoor,Berlin,35,0.95,38,Plane,347.67,442,Non-Vegetarian,1709,19.75,48.79,45167.87
Board Meeting,Networking Event,25,249,Hotel,Sydney,20,1.51,25,Walking,112.53,412,Vegan,249,14.09,3.67,662.02
Team Building,Product Launch,17,1180,Hotel,Tokyo,19,1.86,17,Bus,216.85,191,Mixed,1180,4.92,36.07,5817.47
Trade Show,Trade Show,9,790,Coworking Space,Paris,20,0.33,9,Train,271.15,207,Non-Vegetarian,790,3.48,5.2,5057.18
Board Meeting,Seminar,26,1105,Outdoor,London,14,1.22,26,Train,338.77,273,Non-Vegetarian,1105,8.41,14.79,7835.31
Networking,Workshop,38,294,Outdoor,Tokyo,6,1.76,38,Bicycle,54.09,98,Vegan,294,6.97,23.79,556.16
Trade Show,Seminar,2,153,Convention Center,Dubai,43,1.09,2,Plane,456.58,409,Non-Vegetarian,153,14.66,44.95,47386.9
Conférence,Trade Show,32,1338,Hotel,Tokyo,50,0.7,32,Bus,195.79,113,Non-Vegetarian,1338,8.45,9.3,6605.96
Formation,Board Meeting,12,1135,Office,Paris,8,1.35,12,Walking,314.01,144,Mixed,1135,3.68,10.51,2930.68
Lancement de Produit,Corporate Training,21,94,Office,London,11,0.37,21,Bicycle,331.56,58,Non-Vegetarian,94,17.35,30.5,467.44
Trade Show,Board Meeting,38,1712,Hotel,Tokyo,19,1.71,38,Plane,237.11,34,Vegetarian,1712,4.11,20.6,5250.17
Board Meeting,Board Meeting,39,1812,Hotel,Berlin,16,1.45,39,Bus,336.84,129,Vegan,1812,13.09,5.08,4907.88
Product Launch,Seminar,26,1764,Hotel,Dubai,44,0.69,26,Walking,193.51,493,Vegan,1764,13.92,26.96,2240.44
Fundraiser,Fundraiser,2,1586,Hotel,Paris,11,0.44,2,Walking,233.15,115,Mixed,1586,15.89,16.13,4033.88
Board Meeting,Team Building,37,1047,Convention Center,Sydney,42,1.79,37,Bicycle,163.26,470,Vegetarian,1047,9.85,18.46,3017.95
Fundraiser,Trade Show,35,1829,Convention Center,Tokyo,26,1.99,35,Train,280.34,185,Vegan,1829,14.96,15.64,4870.17
Networking Event,Fundraiser,38,1285,Hotel,Dubai,27,1.77,38,Bus,421.68,265,Non-Vegetarian,1285,6.34,10.69,12144.28
Fundraiser,Team Building,22,1153,Convention Center,Tokyo,37,0.8,22,Bus,228.13,93,Mixed,1153,9.65,6.17,4512.71
Team Building,Networking Event,15,1271,Convention Center,London,7,1.26,15,Car,14.72,290,Vegetarian,1271,12.64,35.67,2965.72
Séminaire,Team Building,30,1393,Office,Dubai,24,1.64,30,Car,228.94,159,Vegan,1393,0.54,30.27,9689.33
Corporate Training,Trade Show,25,473,Hotel,Tokyo,45,0.28,25,Car,115.13,347,Vegetarian,473,6.19,2.41,9273.72
Lancement de Produit,Workshop,42,1369,Coworking Space,New York,33,0.85,42,Bus,189.27,331,Vegetarian,1369,19.47,30.32,6501.03
Team Building,Team Building,6,71,Office,London,31,1.07,6,Bus,331.39,358,Mixed,71,1.46,25.31,7448.81
Fundraiser,Trade Show,6,1107,Hotel,Tokyo,7,0.83,6,Plane,141.39,19,Non-Vegetarian,1107,10.82,37.14,4659.45
Product Launch,Networking Event,10,105,Convention Center,Tokyo,29,1.99,10,Car,180.52,439,Mixed,105,8.89,28.92,17268.81
Team Building,Team Building,20,950,Convention Center,Paris,19,1.37,20,Walking,442.16,206,Non-Vegetarian,950,9.07,33.78,3671.0
Trade Show,Workshop,12,1267,Convention Center,Tokyo,33,0.11,12,Bicycle,328.21,374,Vegetarian,1267,12.47,29.51,2006.24
Atelier,Product Launch,16,58,Office,New York,42,1.02,16,Walking,173.48,223,Non-Vegetarian,58,13.68,6.1,585.28
Séminaire,Fundraiser,26,113,Outdoor,Berlin,28,0.26,26,Bicycle,113.15,208,Vegetarian,113,17.85,42.63,385.1
Fundraiser,Team Building,32,929,Outdoor,Berlin,34,0.99,32,Walking,291.46,201,Vegan,929,13.47,16.23,1526.96
Conference,Networking Event,43,892,Hotel,Tokyo,20,0.29,43,Walking,209.83,61,Vegan,892,2.66,28.39,1078.8
Corporate Training,Corporate Training,12,241,Convention Center,Paris,48,0.26,12,Plane,225.55,264,Vegan,241,2.27,9.54,15225.8
Formation,Networking Event,19,1050,Hotel,London,20,1.4,19,Plane,362.22,496,Non-Vegetarian,1050,9.77,2.44,48880.7
Seminar,Trade Show,38,1903,Convention Center,Berlin,11,0.42,38,Bicycle,446.05,150,Mixed,1903,19.15,39.31,4962.2
Conference,Product Launch,3,1199,Coworking Space,Sydney,31,0.44,3,Plane,187.03,442,Vegan,1199,4.38,13.93,21922.89
Séminaire,Product Launch,43,1837,Convention Center,Tokyo,37,0.18,43,Car,331.89,333,Mixed,1837,5.6,49.49,28054.94
Conference,Board Meeting,29,136,Outdoor,Sydney,30,1.29,29,Train,155.32,43,Vegan,136,13.66,4.03,999.68
Réunion du Conseil,Trade Show,16,1777,Hotel,Tokyo,11,0.8,16,Bicycle,213.6,51,Non-Vegetarian,1777,4.96,9.77,6319.36
Trade Show,Team Building,33,522,Coworking Space,Sydney,36,0.89,33,Bicycle,423.48,439,Mixed,522,17.45,46.58,1961.72
Formation,Conference,29,423,Office,New York,15,1.91,29,Walking,45.57,313,Non-Vegetarian,423,12.12,33.27,1986.7
Networking Event,Seminar,22,544,Hotel,Paris,48,0.95,22,Walking,386.78,206,Vegan,544,16.92,37.97,1155.38
Workshop,Board Meeting,27,740,Hotel,Dubai,22,1.87,27,Bus,11.02,244,Non-Vegetarian,740,13.98,31.18,3397.04
Séminaire,Product Launch,37,1862,Coworking Space,Paris,43,1.42,37,Bicycle,448.96,469,Mixed,1862,7.41,9.02,5817.47
Networking Event,Corporate Training,41,1979,Coworking Space,Dubai,38,1.13,41,Walking,261.14,150,Vegetarian,1979,12.82,15.51,3905.43
Événement de Bienfaisance,Fundraiser,46,531,Convention Center,Tokyo,48,0.64,46,Car,127.21,151,Non-Vegetarian,531,13.65,11.48,6649.15
Product Launch,Fundraiser,5,651,Office,Paris,32,0.26,5,Bus,310.66,100,Vegetarian,651,9.06,11.67,2902.72
Product Launch,Team Building,5,540,Outdoor,Berlin,7,0.11,5,Bicycle,107.96,383,Mixed,540,17.17,5.95,1398.16
Événement de Bienfaisance,Conference,4,1544,Coworking Space,Dubai,10,0.34,4,Train,352.92,331,Vegetarian,1544,12.22,34.61,7089.12
Workshop,Product Launch,7,963,Hotel,Sydney,17,1.41,7,Bicycle,258.6,164,Vegan,963,2.95,48.17,1149.13
Trade Show,Seminar,31,1841,Office,Berlin,41,0.26,31,Plane,285.83,470,Mixed,1841,8.08,43.71,38456.34
Conference,Networking Event,8,463,Hotel,New York,13,0.33,8,Car,44.91,338,Vegetarian,463,2.94,38.68,3982.61
Conference,Networking Event,26,1384,Hotel,Berlin,36,1.65,26,Walking,107.2,270,Mixed,1384,7.65,25.83,4299.16
Product Launch,Board Meeting,19,1110,Coworking Space,Berlin,48,0.23,19,Train,330.86,319,Mixed,1110,19.93,36.63,7214.77
Atelier,Networking Event,4,1662,Convention Center,Tokyo,12,0.71,4,Bus,4.42,463,Non-Vegetarian,1662,6.43,17.95,6005.59
Board Meeting,Board Meeting,29,1651,Hotel,Berlin,15,1.56,29,Walking,305.4,319,Non-Vegetarian,1651,0.83,20.26,6159.98
Team Building,Corporate Training,24,1632,Coworking Space,New York,9,1.13,24,Plane,373.59,251,Mixed,1632,11.14,31.36,27729.81
Networking,Conference,35,1655,Coworking Space,Sydney,42,0.77,35,Bus,496.67,72,Non-Vegetarian,1655,1.84,35.99,8579.72
Seminar,Board Meeting,36,424,Hotel,Dubai,20,1.07,36,Bicycle,55.88,130,Non-Vegetarian,424,0.83,21.51,1913.88
Lancement de Produit,Workshop,47,1422,Office,Sydney,27,1.29,47,Bus,62.96,499,Non-Vegetarian,1422,5.95,14.84,7722.11
Seminar,Board Meeting,7,595,Convention Center,Berlin,42,0.96,7,Plane,321.88,166,Vegan,595,8.75,39.47,14190.58
Lancement de Produit,Seminar,43,1798,Coworking Space,Berlin,6,0.5,43,Plane,310.05,57,Vegan,1798,9.71,34.61,6369.35
Corporate Training,Workshop,16,1470,Convention Center,Sydney,37,1.43,16,Train,247.74,154,Non-Vegetarian,1470,5.8,31.94,7169.84
Événement de Bienfaisance,Seminar,48,1684,Convention Center,Sydney,41,0.32,48,Train,243.92,423,Mixed,1684,13.39,32.6,8743.99
Événement de Bienfaisance,Board Meeting,6,419,Hotel,Berlin,23,0.53,6,Bicycle,377.41,243,Vegetarian,419,11.52,20.49,729.09
Networking,Board Meeting,47,708,Convention Center,Paris,40,0.11,47,Car,383.65,286,Mixed,708,8.87,33.46,25000.08
Atelier,Fundraiser,39,693,Hotel,Sydney,23,1.77,39,Bus,394.81,341,Mixed,693,6.97,27.74,10673.58
Seminar,Conference,11,1905,Office,Paris,14,0.45,11,Car,20.73,470,Vegan,1905,11.54,31.02,4070.82
Workshop,Conference,27,1270,Outdoor,Tokyo,43,0.4,27,Bicycle,158.47,295,Mixed,1270,15.49,30.08,3498.34
Réunion du Conseil,Workshop,41,1458,Convention Center,New York,13,0.36,41,Car,420.0,188,Vegan,1458,13.99,26.76,18217.04
Séminaire,Networking Event,10,1792,Hotel,Dubai,9,1.41,10,Plane,60.01,114,Mixed,1792,17.69,23.0,6335.11
Événement de Bienfaisance,Corporate Training,22,489,Coworking Space,Dubai,29,1.85,22,Bicycle,391.87,339,Vegan,489,10.65,22.64,1145.73
Conférence,Corporate Training,47,1420,Outdoor,Paris,25,0.21,47,Bus,419.78,332,Mixed,1420,7.29,32.8,12115.57
Trade Show,Product Launch,4,1691,Coworking Space,London,25,0.63,4,Train,227.18,261,Vegetarian,1691,14.19,21.08,5010.3
Événement de Bienfaisance,Conference,4,1487,Convention Center,London,25,1.13,4,Bicycle,273.85,234,Vegetarian,1487,9.5,41.96,2389.92
Atelier,Board Meeting,17,197,Convention Center,Tokyo,20,1.84,17,Walking,27.67,136,Mixed,197,6.89,23.47,866.02
Conférence,Conference,43,1229,Office,Sydney,43,1.33,43,Car,105.25,135,Vegetarian,1229,13.63,1.68,6087.54
Workshop,Product Launch,16,1085,Office,Berlin,50,0.64,16,Bicycle,29.68,346,Mixed,1085,13.38,8.15,3011.56
Réunion du Conseil,Product Launch,11,453,Office,London,25,0.46,11,Bicycle,22.78,203,Mixed,453,19.45,37.49,1309.63
Formation,Product Launch,31,1078,Outdoor,Paris,20,0.86,31,Bus,211.82,304,Vegetarian,1078,18.65,46.29,5877.08
Fundraiser,Team Building,36,658,Hotel,Berlin,29,1.43,36,Bus,352.09,138,Mixed,658,2.44,38.5,5388.65
Formation,Conference,29,1856,Office,Tokyo,34,0.9,29,Plane,187.82,333,Non-Vegetarian,1856,9.09,26.2,22646.3
Atelier,Networking Event,16,1623,Hotel,Tokyo,44,1.5,16,Bicycle,156.55,261,Vegan,1623,14.91,2.12,2185.06
Board Meeting,Board Meeting,41,608,Hotel,Tokyo,22,0.11,41,Bus,94.9,416,Mixed,608,18.81,17.19,4010.31
Fundraiser,Product Launch,13,484,Hotel,London,16,0.92,13,Plane,350.32,150,Mixed,484,12.17,31.17,14529.36
Seminar,Conference,12,1224,Coworking Space,Tokyo,47,0.43,12,Walking,94.82,159,Vegetarian,1224,10.69,25.24,2029.12
Réunion du Conseil,Corporate Training,29,576,Coworking Space,New York,49,0.5,29,Bus,235.73,167,Non-Vegetarian,576,10.16,38.17,4829.92
Réunion du Conseil,Product Launch,10,1927,Outdoor,Tokyo,32,1.0,10,Plane,140.67,455,Non-Vegetarian,1927,1.01,38.06,22983.85
Workshop,Team Building,13,1304,Outdoor,Dubai,6,0.88,13,Walking,226.41,215,Non-Vegetarian,1304,1.28,29.11,4659.1
Corporate Training,Seminar,45,803,Coworking Space,Tokyo,22,1.65,45,Plane,193.72,419,Non-Vegetarian,803,5.57,48.98,24028.52
Événement de Bienfaisance,Corporate Training,45,1907,Office,Dubai,7,0.58,45,Car,467.8,166,Vegan,1907,5.12,44.64,18405.38
